Company,reviews,location,StarRating,Title,Date,UUID,Summary,Sentiment,Sentiment_Score
Three,1,GB,1,Found out the hard way why they are…,19-Feb-24,9ce54ecb-7e5c-4845-bbb4-6e91dddaee5d,"Found out the hard way why they are among the cheapest providers. Been told different information multiple times by agents, straight up lied to by one of them and have had no worthwhile support at any point. # Found out the hard way why they are…",Negative,-0.105555556
Three,2,GB,1,Urgent Request for Contract Termination: Addressing Three UK's Service and Legal Failures,19-Feb-24,a95cb1e8-1151-44e5-8f0a-38562160e977,"Following up on my previous, my experience with Three UK continues to be deeply unsatisfactory, leading to further frustration and inconvenience.After facing an extended period of inactivity with my SIM, which I had detailed earlier, I followed the advice of Three UK's customer service and visited one of their shops in hopes of resolving the issue. However, upon arrival, the in-store staff informed me that the only solution would be to take out a new contract. This advice was not only unexpected but also unacceptable, given that I had already entered into a contract for a service that was never provided.Feeling cornered by this unwarranted suggestion and the urgent need for a working mobile connection for my work, I made the decision to switch to Vodafone. Despite this switch, Three UK proceeded to set up a direct debit for the original, non-functioning service and has since refused to cancel it. This situation has added financial insult to injury, exacerbating my dissatisfaction with Three UK.Moreover, approximately one month into the ordeal, Mohsin from customer service offered to send a new SIM and asked me to cancel my Vodafone new contact. My trust in Three UK's ability to provide a reliable and timely service had already been irreparably damaged by their earlier inactions and misadvise.This entire experience has not only left me feeling disregarded as a customer but has also highlighted a significant lack of accountability on Three UK's part. The company's failure to activate my SIM, coupled with their insistence on maintaining a direct debit for an undelivered service, is unacceptable. Furthermore, their advice to sign a new contract instead of rectifying their service failure is both bewildering and unjust.In light of the ongoing issues I have faced with Three UK, including the failure to activate my SIM card as per the service agreement and the subsequent mismanagement of my account, I hereby request the immediate cancellation of my contract, without incurring any termination fees. This request is grounded in the principles of contract law, specifically regarding the failure to provide the agreed-upon service, constituting a breach of contract.Under the Consumer Rights Act 2015, services must be carried out with reasonable care and skill. Given that my SIM card was never activated, Three UK has failed to meet this basic requirement. Furthermore, the advice to enter a new contract under these circumstances could be seen as misleading and unfair under the same Act.Additionally, the direct debit set up for a service that has not been provided raises concerns under the Direct Debit Guarantee scheme, which provides customers the right to a full and immediate refund of any payments taken in error. As such, the continuation of this direct debit is both unjustified and contrary to the principles of equity.Given these considerations, I assert that my right to cancel this contract without penalty is well-founded on legal grounds. I expect Three UK to acknowledge this breach of contract and to proceed with the cancellation of my contract forthwith, in accordance with consumer protection laws and regulations.This formal request serves as a notice for immediate action to rectify the situation, failing which I may have to consider further legal recourse to resolve this matter satisfactorily. # Urgent Request for Contract Termination: Addressing Three UK's Service and Legal Failures",Positive,0.038721562
Three,3,GB,1,Dishonest practices,19-Feb-24,4557902f-5ed0-45ed-a25a-7ba62c268447,"Three told me my contract would be changing, but would not give me any details of what it would change to. When I woke up this morning I found they've tripled my bill without my consent. There is literally no way to talk to a human through their customer support site, nor is there any way to cancel the contract. # Dishonest practices",Negative,-0.15
Three,19,GB,1,Waste of time buying auto renewal tariff,19-Feb-24,ae10e276-5aaf-4e8d-9655-7f7429b8b176,"Waste of time buying auto renewal tariffs as they keep making changes with no notice, which then cancels the auto renewal and leaves you with no data, calls or texts # Waste of time buying auto renewal tariff",Negative,-0.2
Three,38,IE,1,"Dimwits, half-wits and cretins run this company.",19-Feb-24,2dcddf5d-0f8a-45f2-b846-bc1421c3c3a3,"Three really are an utter piece of effluent.Impossible to access My3 on the App, impossible to log-on on the website as it's impossible to get past the captcha stage and any communication requires you to log into your account which of course it is impossible to do.I wasted an hour of my life a few weeks back trying to sort this out, was bounced around through various departments and the general consensus from staff was the whole company is in disarray because technical changes had rendered their job almost impossible to do.It really is utterly shameful that a communication company is so utterly incompetent at allowing their customers to communicate with them.Avoid if you value your sanity and lets put these dunderheads out of work for good. # Dimwits, half-wits and cretins run this company.",Negative,-0.148039216
Three,1,GB,1,If I could give zero stars I would,19-Feb-24,b460c1e4-12f7-454b-bff8-ebaa46816f75,"If I could give zero stars I would. I never received the device and despite being assured that I wouldn’t be charged they continue to try to charge me. I had to battle to get the contract cancelled on a device that was returned to them without being used, then once it was I had a final bill generated. Despite being told to ignore this bill and that there would be no charges, I have now been told the account has been referred to a credit company. Zero customer service, just being told to wait rather than actually doing anything to help. # If I could give zero stars I would",Neutral,0
Three,13,GB,1,Absolutely Useless,19-Feb-24,41854d28-2658-4264-9ef6-7849a74b9334,"As a customer, I have spoken several times to the outsourced ""customer service"" team in INDIA. Who is of a very little help and every single time that I call you have to explain yourself, without them having any evidence. Do not recommend at all! # Absolutely Useless",Negative,-0.203794643
Three,5,GB,1,Pay as you go -- there are two…,30-Jan-24,3fd880f4-4210-412e-807f-15be8f398028,Pay as you go -- there are two different top-up services in the same name???  I was topping up GBP70 within 5 days. It was a nightmare.  I signed up for auto top up talking to an online CS and I ended up signing up for the wrong top-up.  Luckily I got refund from my bank.  Otherwise...... # Pay as you go -- there are two…,Positive,0.066666667
Three,35,GB,1,Appalling service I bought new iPhone…,18-Feb-24,3c16fcc1-d7b2-46ec-bd00-5151fdaed081,"Appalling service I bought new iPhone 15 pro max and it’s faulty, glitching and freezing everytime I use it, I did hard reset as advised by Apple and three and nothings changed. I called within 30 days and I should be entitled to a replacement under consumer law but I’m told no nothing can be done and barad from customer service hung up on me! Pathetic customer service, I’ll explore all options and trading standards if needed. Should have never left my old provider for these scammers. # Appalling service I bought new iPhone…",Negative,-0.23543771
Three,1,GB,1,"Higher prices for loyal customers, beware!!",18-Feb-24,489000d4-7f5f-4be7-a377-e28a560ad487,"Received a letter stating my current contract is no longer available, and offering three alternative SIM only deals. A quick check online shows numerous cheaper comparative deals available for new customers. Spoke to Three on a couple of occasions however they refused to match any new business prices, thus penalising existing/loyal customers!! # Higher prices for loyal customers, beware!!",Positive,0.198939394
Three,3,GB,5,Aaron at Northumberland St in Newcastle…,18-Feb-24,cf00630e-d6ea-47a3-b90d-2d410bd32c6a,Aaron at Northumberland St in Newcastle was so helpful helping me set up my mams iPad with their wireless hub.  He also advised my sis and nephew on their phones.  Never had such incredible service in a phone shop.  Thank you Aaron. # Aaron at Northumberland St in Newcastle…,Positive,0.45
Three,4,VN,5,Exceptional service,17-Feb-24,0f229595-8399-4b29-a4b2-a912ceacbd06,"Had extremely good service yesterday 17th Feb from Three shop in Folkestone. Found James to be very helpful, knowledgeable and personable. He took time and had lots of patience with me explaining the process I needed to complete. Did not feel rushed and he made the process easy to understand. I would recommend anyone wanting exceptional service to spend time with James. He is a credit to the company. # Exceptional service",Positive,0.461111111
Three,14,GB,1,I was a Three customer for many years…,15-Feb-24,1c69b36d-2ca1-4581-aec9-254e95b1aa47,I was a Three customer for many years and changed provider due to end of contract.  I have been harassed for payments and am at my wits end with Three.  I have complained and pleaded for the emails to stop but on they go.   I am sad to say having been a satisfied customer I am now very unhappy and upset. # I was a Three customer for many years…,Negative,-0.029285714
Three,26,GB,1,"Useless app and so hard to contact ,I…",17-Feb-24,97d7206c-40ea-4743-b040-89ff9f6d24e7,"Useless app and so hard to contact ,I am going elsewhere. # Useless app and so hard to contact ,I…",Negative,-0.395833333
Three,3,GB,1,Can not understand anyone in the call…,17-Feb-24,1933b1ad-a5db-4d31-8469-cc8992aaa638,Can not understand anyone in the call center absolutely useless!! # Can not understand anyone in the call…,Negative,-0.3
Three,4,GB,1,This company only cares about money,17-Feb-24,7cefac97-bce6-464d-9e75-15a2541680b5,"This company only cares about money, nothing else. I am writing this as a contract customer who is leaving with immediate effect. I have been with them since early 2023, and have encountered a series of issues outlined below:Roaming charges: this company charged me ballpark £100 for data roaming to France/Italy(!) - a service that is offered free of charge by other networks! This charge was for less than a month's usage and the data was only used for maps and GPS services. The signal was terrible.Customer service: this is a joke as their customer service is based in, and managed by India. Instantly this introduces a communication barrier because they don't understand your accent and you don't understand theirs. When you try online chat, the 3 website automatically logs you out every 5 minutes or so, meaning you must restart the process of trying to connect with a chat agent!  This happened recently while I was mid-chat with an agent after being number 5 on the queue, I was then reconnected as number 30 on the queue, got cut off mid-chat again and third time around I was number 85 on the queue! Frustrating. In the end, I had to phone in.Billing (and stealing): they will charge you a £5 penalty each time your direct debit fails. I find this shocking especially because I went in and made the payment via debit card the moment I was notified that my direct debit had failed. Effectively, it is not a late payment charge. It is simply a process designed to fleece customers such that once a direct debit does not go through on the second try, they charge you for their time and effort by adding a whopping £5 to your next bill. This is an extortionate and old-fashioned practise and will lose you customers - myself included. If a direct debit fails and the customer goes in to pay the bill within 24hrs, there should be no charge! Another sticking point - my bill has gone from £8 a month (sim only) to £17 per month in the past 12 months, and this for 20gb with unlimited calls/messages. If that's not a rip-off, given the current climate, then I don't know what is! # This company only cares about money",Negative,-0.085416667
Three,2,GB,5,"Claire - Three, Forestside Belfast",14-Feb-24,8806667a-3ad3-4f17-b4e0-bc929ccd6d68,"Claire, in Three Forestside, went 'above and beyond' to help me regarding helping to make adjustments to simplify the functions on a mobile for my elderly mum. She was patient, diligent and professional - I so appreciated her help on 2 occasions in the last 2 weeks.Thank you so much Claire # Claire - Three, Forestside Belfast",Positive,0.1
Three,1,GB,1,Worst internet and service,14-Dec-23,7202df01-29c2-4c51-9c18-3ed3e50978e0,"Worst internet and service, every month since getting the home broad band the internet has gone down. When you call in no one knows what is going on they force you restart it every time you call in like you have not done it already and once that obviously fails they have no idea how to resolve the issue. # Worst internet and service",Negative,-0.518611111
Three,3,GB,1,Beware:: Scam Alert ‼️ Three Rips off customers.,10-Jan-24,f0636807-2566-49b1-afff-a21a81d3e880,"I had a terrible experience with this network provider. Despite canceling the contract multiple times and not even receiving the SIM card, they demanded £404 for the 2year period I didn’t use. They even reported to credit agencies, damaging my credit score, and I had to pay the £404 as I had no choice. Beware, they're a scam! If you cancel a contract, they won't honor it. Stay away to avoid the headache and financial loss! # Beware:: Scam Alert ‼️ Three Rips off customers.",Negative,-0.333333333
Three,13,GB,1,I cancelled my contract years ago after…,17-Feb-24,6ab267f4-4d54-4c1b-ae81-72abfe4cc31f,"I cancelled my contract years ago after having a dongle with them. I have all the evidence yet they are putting missed payments on my credit report. Horrendous company, Avoid at all costs # I cancelled my contract years ago after…",Neutral,0
Three,11,KH,1,Shower this outfit are trying to ask for…,15-Feb-24,23904a87-17c7-4ced-bf7c-9ef06ad5017f,#unts this outfit are trying to ask for money after cancelling the contract 3 times will not get a penny morons # Shower this outfit are trying to ask for…,Negative,-0.8
Three,2,GB,1,Having a laugh at your expense,17-Feb-24,28f85fb4-f16c-42be-b8ac-06ffdf560e27,"After 4 months of non-stop aggro as a pay-as-you-go customer, I have left Three and gone over to EE. I hope they fair better. Three don't deserve any more of my time, money or energy.I gave them the benefit of the doubt but how they handled the situation was quite frankly abysmal. I am glad I am not locked into a contract with these imbeciles. If you like a company that lacks in transparency, has continual outages, being ripped off, being without a service for work, being gaslighted, non-stop disruption to your data, being inconvenienced by having to buy other devices (It's definitely not us it's something on your end dear irrespective of our social media updates and the media reportings!) a lack of accountability and dealing with agents and a technical team so inept it's frankly laughable then Three is the provider you're looking for. It's a merry-go-round of madness. Seriously we all need to start keeping it simple by buying our own devices outright (go with a finance company with low interest if needs be and you'll still be paying less overall for a device) and stop contracting with companies like this and it makes the task of leaving so much simpler! We're paying the price for instant gratification. If we keep buying what they're selling then they'll keep abusing their position.Even if you have to save or look at middle-range or budget handsets (which are frankly more robust and just as good if not better as any high-end phone half the time) it's worth it! At least you'll then own it outright instead of paying charlatans like this for the privilege and suffering 18-35 months of absolute misery. My days of contract phones ended in 2018 and this whole saga just reconfirmed why I am glad I haven't wavered and gone back. Simplify where you can. I hope the CMA oppose your little merger Three but I am sure you'll do your utmost now to demonstrate that your operating systems are failing, security is being compromised and just how imperative it is to accelerate the partnership with Voda. It's all part of the game folks. Make no mistake this is all intentional from those above whilst they continue to phase out 3G (Oh would you  look at that now 4G isn't working adequately let's really take the 5G promotion up a notch!)Ciao Three, it was fun for 8 months but I actually know my worth and value my sanity. # Having a laugh at your expense",Positive,0.141987179
Three,1,GB,1,Never ending issues with app,16-Feb-24,3c011896-c41b-4da1-b3a7-ef31e3a019cd,"Been a customer for 15 years without to much issues, but now the updated app is not working, your only able to chat to support which is terrible slow and takes hours only to find that they can’t offer a solution to the never ending issues. Spend 15 hours chatting to customers support and still no resolution. Now switching all our contracts to EE as Three is not delivering the service I can expect. # Never ending issues with app",Negative,-0.1
Three,15,GB,1,Changed suddenly and now network is horrible,10-Jan-24,f1dc47bb-aa7a-4367-9227-b1ca8dbe4f81,Since last few months the connection has gone so bad I can't understand how can it change suddenly. Maybe due to the merger now we only get Vodafone service. Looking forward to change back to EE # Changed suddenly and now network is horrible,Negative,-0.225
Three,2,GB,1,Absolute joke,16-Feb-24,3980d285-5993-4869-b603-aafc2f9510c7,"Iv had mobile broadband with three for 8 months and then on 15/02/2024 I decided to apply for a mobile phone contract which was approved and sent out by DPD next day delivery.An hour before the delivery time slot I received a missed call from Three which I didn’t see until 30 minutes later so I rang them back and I was told that the delivery has been cancelled and I needed to go into the Three store with my ID as some information needed verifying. After waiting for an hour I was told by the sales assistant that the order wont go through and she doesn’t know why so I left the store with no phone a whole load of wasted time and still no idea if I’m getting a phone and no better knowledge on why this has happened. Later, iv received an email from Three saying my order has been delivered and on my account it says the order has been completed but I have no phone. # Absolute joke",Negative,-0.005555556
Three,1,GB,1,Absolutely disgusting company,16-Feb-24,c8587b8e-3e7d-4097-91b1-4e1df21c442a,Absolutely disgusting company. Avoid at all costs. Cancel a contract only to find months later they never cancelled it and why? Because I didn't pay my last bill on time they decided not to cancel mu contract (without even telling me) and I've now got a collections agency asking for all these months bills!!!!! Also getting through to talk someone is like competing in the Olympics. Its impossible! Avoid this rubbish company. Signal is rubbish all the time  customer service are useless and they are cheeky barstewards. # Absolutely disgusting company,Negative,-0.452380952
Three,5,GB,1,SLOOOOW,16-Feb-24,c14a05cc-365a-4e1e-9840-bd32c98ae0e8,"I bought a Smarty SIM (it uses the Three network) as the £12 a month deal for 125GB was too good to be true. It WAS too good to be true. The connection speed was like the old dial-up from decades ago, and, when I DID get a connection, it kept dropping. And this was in a brand new router released a month ago. I shoved the old Giffgaff SIM back in the router, and everything was back to normal.  I just wanted to save some money each month! Now I'm DOWN £12 as the network is not fit for purpose! I'll stick with Giffgaff and pay the extra £8 a month. # SLOOOOW",Positive,0.123629149
Three,2,GB,1,Three store Dalston lacks customer…,15-Feb-24,a6fd3568-ed1b-421c-bf83-6d4565e155ed,Three store Dalston lacks customer service and the customers do not feel valued or respected. Worst service ever!!Kai needs further training on people skills as well as the other staffThey ignore you and act like you are not there # Three store Dalston lacks customer…,Negative,-0.375
Three,8,GB,1,Their app is rubbish and doesn't allow…,16-Feb-24,3097a001-1f9c-48a1-a355-36daea429b70,Their app is rubbish and doesn't allow you to log in and their customer service options are rubbish also. never allow you to do what you want. The chat doesn't work either and after entering all of your details says it is busy and cancels the connection. Can't wait to cancel my 5 contracts if I COULD GET THROUGH TO SOMEONE # Their app is rubbish and doesn't allow…,Positive,0.1
Three,2,GB,1,Appalling and Kafkaesque interaction with Three,16-Feb-24,fd83a1fb-8b13-4a46-91a5-5c738c86d361,"On Tuesday 13 February 2024 I contacted Three Customer Service both by phone and chat. I explained that I was not able to view my bills when I log on to the App or on the website. A very simple request, one would think.After around 50 minutes talking to Customer Service Billing Department, the issue was still not resolved and I was amazed to be told that I would need separate email addresses and password to view EACH OF THE FOUR bills I pay for every month. Zero mention of this ridiculous requirement when I took additional contracts for two extra phone SIMS and a 5G broadband SIM.I was then completely exasperated at receiving zero resolution on a simple issue even though I had done what I was told and went ahead and used two other emails to access two of the three SIMS on my account. Although one of the accounts I was able to log on to showed a bill for that number, my main account did NOT display the bill for that number. The second account, my wife’s number, showed the bill for that number AND my bill! How crazy is that?So I went in person to my nearest Three store, on Wood Green High Road, London N22. Instead of getting the issue resolved there by a real live person, I get “We don’t have anything to do with the website or My3 App,” by one of the people working there. Then I was put on the phone to, you guessed it, Customer Service Billing Department in India again. After around 30 minutes sitting in the store in dialogue with them involving endless verification steps, one time codes, reset links etc. I was referred to the “technical team” for further security checks and verification codes exchanged etc. etc. and a firm promise that the issue would be immediately resolved.When I got home, I found that I STILL could not access my bill for my number and that my bill was STILL appearing on my wife’s account!!!! So I had been lied to. I then spent around two hours the next day on 14 February in dialogue with Customer Service in India. I asked to be transferred to Customer Service in the UK (strong accents and line drop-outs do not help when trying to negotiate the endless bureaucracy and processes that a Three customer is obliged to engage in when dealing with that team). After endless apologies and claims that “Soon the system will be updated so that you can see all your bills together” and “We are escalating your issue” and the by now endless security and verification steps, still no resolution.Next day 15 February I spent another hour on the phone with Customer Service Billing Department attempting to resolve these basic billing issues. Lots of apologies and excuses offered “We are resetting the system, yes I would be upset too, yes we have escalated your concern,” but no resolution. Customer Service Billing Department assured me someone from the Technical Department would get back to me, they never did. In the afternoon I then spent a further 40 minutes again talking to Customer Service Billing Department, involving the same Kafkaesque verification, security checks, apologies and expressions of sympathy and empathy. At this point I told Three that I would be resigning from all four of my SIMs and raising an official complaint with Ofcom if the matter was not sorted out within 24 hours. So today (16 February) I get a call from someone from the Complaints Department telling me the issue had not been resolved and that the email that I have been using to communicate with Three since 2022 was not the email registered to my account. I told him that was not my problem and that was an error in Three’s system and that I was not prepared to waste any more of my time given the complete failure of Three to resolve this very simple billing issue. The guy tells me that I will receive an email to my registered email address confirming my complaint, which I duly received…clear proof they had my registered email all along, bizarre and extremely frustrating. # Appalling and Kafkaesque interaction with Three",Negative,-0.044157428
Three,2,GB,1,Avoid Three as a phone service,16-Feb-24,61992cb3-7aee-4e68-9b81-5545d5e7505f,"Had an awful time with three. Was with them for about a year before cancelling my contract. When i was sold the phone, i was told threes coverage in my area was amazing and that three had the best coverage of any phone service for my area. Turns out this was false. I could not recieve phone calls in my own house, when i was out in the city calls would drop and i would be unable to use my data. Spoke to three customer care about this and they told me that service would get better, but they would remove £5 from my bill for the lack of data usage. I kept waiting for the service upgrade but it never happened. I then spoke to someone about cancelling my contract and was told i could do it for free due to all the issues. Then when i got back in contact to cancel, i was told that that had never happened, and all they could offer me was 60% off the cancellation fee, which i wasnt happy about but was fine. And now i am checking my bill and they have charged me full cancellation price! Overall an awful service and i plead that anyone considering 3 as a phone service reconsiders so you dont go though the same trouble i have. # Avoid Three as a phone service",Positive,0.084803922
Three,9,GB,1,Avoid.,16-Feb-24,1440280f-f3fc-4eaa-a2b9-d90a4d8e6a72,This is the worse network company going. If Evri and 3 had a child it would be our current PM. # Avoid.,Negative,-0.2
Three,1,GB,1,Absolutely shower of 💩💩💩💩💩💩💩,16-Feb-24,cc3be30d-79e3-4dbf-ba3d-cb2bd909336f,Absolutely shower of 💩💩💩💩💩💩💩Do not sign ✍️ up they are the worst network ever # Absolutely shower of 💩💩💩💩💩💩💩,Negative,-0.2
Three,5,GB,1,Absolutely shocking and disgraceful…,16-Feb-24,fc5efef0-4e6e-4567-9174-775b2f7d11dd,Absolutely shocking and disgraceful service. I made the mistake of ordering a mobile broadband dongle that promised up to 32 connections. However the speed was not sufficient for 1 connection. I could not stream or listen to music. I returned the device after 4 days in the cooling off period. Early December. By early January they had sent me emails to say they had received the device but also wrote to me asking for payment of the bill which was not due. By mid Jan they had acknowledged to me on the phone that everything was in order and the account would be closed without charge. However by the end of Jan we were receiving letters from PDCS which is their debt collection company threatening to effect our credit score. # Absolutely shocking and disgraceful…,Negative,-0.2625
Three,11,GB,1,The general consensus in the UK is avoid Three,16-Feb-24,f80c7de8-829b-44b8-8d36-c923fdf4add0,"Here in the UK the general consensus, is never buy any phone services from Three. Because their customer service is appalling. Well I've avoided buying anything from Three for the past 20 years, however I've moved to an area with poor signal with O2 & Three has a good signal, but when I telephoned the local store nobody ever answers the phone, and when you call the customer service number, the people in the foreign call centre are a complete waste of space. So, I don't trust switching my business mobile phones over to this company. So will have to check other network providers. # The general consensus in the UK is avoid Three",Negative,-0.05
Three,4,GB,1,I would give 0 star,21-Dec-23,e4d58654-264c-4a11-8fe1-fec7d4555ba7,I would give 0 star. I signed up on the pretence of 30 day money back guarantee plus 150mbps on arrival I got 12mbps. Cancelled same day. Then I got a bill £11.85. DO NOT GO WITH THREE!!!They are a complete scam!! # I would give 0 star,Positive,0.033333333
Three,2,GB,1,I am still trying to cancel my account…,15-Feb-24,672dfc34-9e5e-41cc-a871-11bea20ad405,"I am still trying to cancel my account after 3 months, even though it was never even functioning as Three failed to even deliver the dongle! I've contacted customer service at least 15 times, I've been into store and spoken to a manager, and I've filled in a complaints form twice. Where do I go from here? Ombudsman perhaps? # I am still trying to cancel my account…",Negative,-0.133333333
Three,2,GB,1,The worst service from all the…,14-Feb-24,2132c67e-468c-4242-b591-eb702a1bf80f,"The worst service from all the providers in UK. Very disappointed. Very very weak service, slow internet # The worst service from all the…",Negative,-0.7525
Three,1,GB,1,I really don’t know why this company is…,15-Feb-24,802019e8-a197-4b65-a6fc-6c1290480a0f,"I really don’t know why this company is allowed in the UK. Choosing THREE is one of the worst decision I ever made. They made my experience so frustrating and unbearable. I had a contract of about 21 pounds but I had to pay 36 pounds and more most times and when you call them, it’s never their fault you have to pay the bill. I finally finished my contract, because you have to to avoid your credit score being tampered with, and requested for cancellation which I thought they did. After this I travelled abroad and when I returned, I discovered that I still had to pay my contract fee for the month after which I was abroad NoTe this was after I cancelled my contract. They are fraudsters BEWARE # I really don’t know why this company is…",Negative,-2.38E-17
Three,2,GB,1,Negative experience so far,06-Feb-24,ba244c5d-9580-4cfe-ac47-fb4b1c1301f9,"I thank God I didn't fall prey to their tactics,  They even set up a direct debit after I have cancelled the contract from the first day, Thank God I was able to detect early enough.Even when I didn't collect any package they still sent me a text message and email that my package has been delivered and I've been set on direct debit! Just because they had my bank info with them. # Negative experience so far",Positive,0.121428571
Three,2,GB,1,No body go with three they are…,12-Jan-24,f87f77d4-5d9a-41d4-bb79-d15928c47bd9,No body go with three they are absolutely rubbish I took a contract sim out in October they said If I stuck too the contract for 90 days i could get a device plan and when I tried getting one they said I had too wait another 90 days and also I've been waiting for 5 different replacement sim cards and when I message them about it I'll get different reasons of too why they haven't turned up one person told me it was a failed delivery another person tried telling me that I probably miss placed another told me it had been posted and activated but it hadn't they are useless all they kept wanting too do is send sim cards or credit my account they are so rubbish they then was expecting me too pay a 310 pound early cancelation fee for a service I wasn't able too use because they wasn't actually sending out the replacement aim when they said they was # No body go with three they are…,Negative,-0.077777778
Three,1,GB,1,Charged me for 'usage' when there wasn't any,01-Feb-24,78b09a3a-5af6-4561-a677-bc8fff339099,"Charged me for usage abroad even though I couldn't use the internet even once from my phone while I was awayThey call it 'usage' but a better word would be 'connected'If you are ever 'connected', you are being chargedI cannot imagine how much money they make ripping people off like this # Charged me for 'usage' when there wasn't any",Positive,0.35
Three,12,GB,1,Replacement PAYG SIM following a phone being stollen,14-Feb-24,179446e5-6e7a-49c7-bd08-8b68591670db,"This company has absolutely the worst processes for reordering replacement SIM. My phone was stollen on Saturday night; I reported it to Three on Sunday and my SIM was blocked and new one was issued and posted. Standard process to this point. From there on it is a true nightmare: replacement SIM came in and upon contacting Three Customer Services via Chat, no one there can activate it. Another SIM was sent, and still the same story. Three Associate raised a ticket to release ""stuck order"" and for that I needed to wait another 72 hours. All in all more than a week without a phone. Ridiculous. Once I have a service back, I am moving to another provider. # Replacement PAYG SIM following a phone being stollen",Negative,-0.01469697
Three,19,GB,1,"Just don't bother, go elsewhere",15-Feb-24,2ca141ae-2e5f-4cd1-bed6-a3dacea5e7ac,"Went through live chat to upgrade, all was fine and told my upgrade would arrive mid February, I just went on live chat to chase this up and was informed my account is restricted and I have to visit a three store with photo ID to unrestrict it, I'd understand if it was a first contract but I've been with three for 14 years! Also, 230 mile round trip to visit a store to show them ID! It's a shame this company has gone so downhill as they were amazing when I joined. # Just don't bother, go elsewhere",Positive,0.191341991
Three,1,US,1,Lying thieves,15-Feb-24,2a23e0c9-697d-4373-ae15-da1b323ec662,"I was moving abroad, had to use their online messaging service but made sure that everything was sort, contract was cancelled, would run out next month, I moved abroad.my previous address started getting letters stating i had an outstanding balance that i had to pay and if not, they threatened me with debt collectors. i had asked, specifically during the time on cancelling my contract if there would be any other charges etc as im moving abroad, that clearly stated no more charges. they then charged me, they had canceled my phone number so no way to call, if your number has been cancelled you cant call them about said number, ended up paying as time lost to contest was more valuable than just paying.ergo, lying thieves pick another provider # Lying thieves",Positive,0.132291667
Three,1,ES,1,This is the worst mobile phone company…,15-Feb-24,74ac4afc-7ebe-45c6-9f30-178499abd23f,"This is the worst mobile phone company in the UK. They will not allow you to change your tariff to a cheaper price, even when you have severe extenuating circumstances in which you can no longer afford to pay their already steep prices. Absolutely disgusting that they do not allow this option. They're more than happy for you to pay more money, but under no circumstances let you change your tariff to pay less. In a cost of living crisis as well. Truly horrific company. # This is the worst mobile phone company…",Negative,-0.295833333
Three,2,GB,1,"Continuation of billing and handing us over after our contracts were finished, notice given and accounts closed.",24-Jan-24,cfc5de94-59fa-422d-9aec-e18c2f47b139,"When our contract came to an end we went in store to find out process and to give notice in the correct manner. This was end September 2023 and despite trying to ensure ALL LOOPHOLES were closed, we still are getting bills and threats of being handed over. We have been into store to close accounts and give notice, have used online, their""telephonic call line"" services and have been told all accounts are closed/clear; even getting two small refunds..... Then months later a notification of acc being handed over for £27, and when following guidelines provided told telephonically that the £ 27 was now £ 55.Sadly wife paid it just to get rid of the headaches and got confirmation of each acc was closed, with no amounts owing. Two months later another notification that we're handed over to CRS, this time for £46.We've been back to the branch at The Galleries where the so called Management was aborant in approach. The manner in which we were shunned away and spoken to, after being left waiting was quite honestly disgusting. The only reason I rated a 1 star, is because nowhere is there an option for a minus/negative rating. An unethical, useless provider that you'd do well to steer clear of. Since looking into this and communicating on Neighbours platform on Facebook, I've heard of at least 11 other individuals with almost identical stories, as well as a personal friend. You have now been suitably warned.After this 3 responded giving a Web site to communicate with them, we are dojng this, as after a further call yesterday for almost 45 min from a escalated Customer Service Centre (also sounds like India), we were told to go to the store to verify/change personal details as on ""thus account"" they were struggling to send us verification pins.Again we were off to the branch at the Galleries (my wife), 9:30-10:00 my wife spoke to Kieran who confirmed here email but cannot change any other details in store, as ""the system"" does not allow for it.Now we've been given a new instruction to go via webchat on their 9nli E system, but keeps throwing our to a digital assistant.Absolutely bloody disgusting. Useless is too good a work for this ""Service Provider"". The only good news is were a week and a half closer to the Ombudsman 8 week cut off to take action. # Continuation of billing and handing us over after our contracts were finished, notice given and accounts closed.",Negative,-0.09000947
Three,4,GB,1,A Nightmare Experience: Three Stole £200 from My Device Plan!,15-Feb-24,8f65ad13-6837-44d6-a01c-93491b1ebc8a,"I cannot express enough how utterly disappointed and infuriated I am with Three. My experience with them has been nothing short of a nightmare. Not only did they fail to provide the service they promised, but they also managed to steal £200 from my hard-earned money through their deceitful tactics.Firstly, let's talk about their customer service, or should I say the lack thereof. Trying to get in touch with a representative is like attempting to communicate with a brick wall. They're completely unhelpful!!!Now, onto the main issue – the theft of £200 from my device plan. It's bad enough that their service is subpar, but to add insult to injury by siphoning off money from unsuspecting customers is downright despicable. They conveniently slipped in hidden charges and fees without any prior notice or explanation, effectively robbing me blind.Not only have they shattered any semblance of trust I had in their company, but they've also left me significantly out of pocket. I feel utterly betrayed and taken advantage of by Three's deceptive practices.In conclusion, steer clear of Three unless you enjoy being swindled and treated like garbage. Save yourself the headache and go with a reputable provider that actually values its customers and operates with integrity. Three should be ashamed of themselves for their disgraceful conduct. # A Nightmare Experience: Three Stole £200 from My Device Plan!",Positive,0.00625
